8.3186,8.3186,8.3186,8.3186,345454,4
9.1367,9.1367,9.1367,9.1367,323645,4
10.043,10.043,10.043,10.043,353804,4
9.1367,9.1367,9.1367,9.1367,262362,4
10.783,10.783,10.783,10.783,134795,4
10.172,10.172,10.172,10.172,155518,4
9.965,9.965,9.965,9.965,127236,4
10.586,10.586,10.586,10.586,81051,4
11.118,11.118,11.118,11.118,82066,4
10.004,10.004,10.004,10.004,54287,4
10.379,10.379,10.379,10.379,104519,4
9.551,9.551,9.551,9.551,68110,4
9.3436,9.3436,9.3436,9.3436,75628,4
8.3975,8.3975,8.3975,8.3975,63757,4
9.0972,9.0972,9.0972,9.0972,88328,4
9.0578,9.0578,9.0578,9.0578,57309,4
8.5256,8.5256,8.5256,8.5256,46534,4
8.3186,8.3186,8.3186,8.3186,67821,4
7.9046,7.9046,7.9046,7.9046,42903,4
7.1063,7.1063,7.1063,7.1063,37559,4
6.4065,6.4065,6.4065,6.4065,156055,4
7.0176,7.0176,7.0176,7.0176,86375,4
7.6977,7.6977,7.6977,7.6977,108167,4
6.9387,6.9387,6.9387,6.9387,162793,4
7.057,7.057,7.057,7.057,67505,4
6.919,6.919,6.919,6.919,39146,4
6.8993,6.8993,6.8993,6.8993,54652,4
6.2192,6.2192,6.2192,6.2192,62956,4
5.6574,5.6574,5.6574,5.6574,89233,4
5.8841,5.8841,5.8841,5.8841,78965,4
5.7264,5.7264,5.7264,5.7264,49653,4
5.3125,5.3125,5.3125,5.3125,56250,4
5.3125,5.3125,5.3125,5.3125,101352,4
5.618,5.618,5.618,5.618,50843,4
6.1798,6.1798,6.1798,6.1798,104050,4
6.239,6.239,6.239,6.239,123209,4
6.8599,6.8599,6.8599,6.8599,79752,4
6.7515,6.7515,6.7515,6.7515,99385,4
6.8796,6.8796,6.8796,6.8796,81622,4
6.7515,6.7515,6.7515,6.7515,51917,4
6.4459,6.4459,6.4459,6.4459,54154,4
6.4459,6.4459,6.4459,6.4459,47958,4
5.8053,5.8053,5.8053,5.8053,87402,4
6.3572,6.3572,6.3572,6.3572,125931,4
6.6529,6.6529,6.6529,6.6529,90568,4
6.8599,6.8599,6.8599,6.8599,89329,4
6.7515,6.7515,6.7515,6.7515,43955,4
6.6332,6.6332,6.6332,6.6332,117144,4
6.2981,6.2981,6.2981,6.2981,59563,4
5.825,5.825,5.825,5.825,58856,4
5.9038,5.9038,5.9038,5.9038,45473,4
5.9334,5.9334,5.9334,5.9334,113044,4
5.618,5.618,5.618,5.618,31772,4
5.4997,5.4997,5.4997,5.4997,27841,4
6.0517,6.0517,6.0517,6.0517,41157,4
5.9925,5.9925,5.9925,5.9925,16975,4
5.9728,5.9728,5.9728,5.9728,44506,4
5.9334,5.9334,5.9334,5.9334,34871,4
5.9334,5.9334,5.9334,5.9334,20103,4
5.9531,5.9531,5.9531,5.9531,52106,4
5.9531,5.9531,5.9531,5.9531,44645,4
5.9334,5.9334,5.9334,5.9334,36996,4
5.4997,5.4997,5.4997,5.4997,41835,4
5.4997,5.4997,5.4997,5.4997,70502,4
5.3913,5.3913,5.3913,5.3913,22593,4
5.7067,5.7067,5.7067,5.7067,44754,4
5.1252,5.1252,5.1252,5.1252,17791,4
4.6324,4.6324,4.6324,4.6324,56923,4
4.6915,4.6915,4.6915,4.6915,32053,4
4.6718,4.6718,4.6718,4.6718,22018,4
4.6915,4.6915,4.6915,4.6915,13698,4
5.1252,5.1252,5.1252,5.1252,34757,4
5.6377,5.6377,5.6377,5.6377,81058,4
6.1108,6.1108,6.1108,6.1108,73096,4
6.0714,6.0714,6.0714,6.0714,78168,4
5.4505,5.4505,5.4505,5.4505,48606,4
5.7264,5.7264,5.7264,5.7264,34810,4
5.5983,5.5983,5.5983,5.5983,34353,4
5.7264,5.7264,5.7264,5.7264,87519,4
4.6915,4.6915,4.6915,4.6915,37273,4
5.0858,5.0858,5.0858,5.0858,62460,4
4.8985,4.8985,4.8985,4.8985,32840,4
4.8,4.8,4.8,4.8,53685,4
4.8985,4.8985,4.8985,4.8985,20708,4
5.3716,5.3716,5.3716,5.3716,76517,4
5.2928,5.2928,5.2928,5.2928,28308,4
5.2336,5.2336,5.2336,5.2336,26749,4
5.1449,5.1449,5.1449,5.1449,14628,4
5.2928,5.2928,5.2928,5.2928,10800,4
5.2928,5.2928,5.2928,5.2928,15945,4
5.2533,5.2533,5.2533,5.2533,15277,4
5.0858,5.0858,5.0858,5.0858,16960,4
5.1252,5.1252,5.1252,5.1252,20465,4
5.6377,5.6377,5.6377,5.6377,79601,1
5.3519,5.3519,5.3519,5.3519,55208,1
5.4997,5.4997,5.4997,5.4997,22379,1
5.618,5.618,5.618,5.618,21711,1
5.3322,5.3322,5.3322,5.3322,15569,1
5.4505,5.4505,5.4505,5.4505,12285,1
5.4505,5.4505,5.4505,5.4505,41978,1
